Year,Month,Carrier,Dem,Tot,Delay
 2006, 1, HA, 150, 4140 , 0.0362
 2006, 2, HA, 186, 3744 , 0.0496
 2006, 3, HA, 242, 4145 , 0.0583
 2006, 4, HA, 175, 4016 , 0.0435
 2006, 5, HA, 143, 4131 , 0.0346
 2006, 6, HA, 184, 4419 , 0.0416
 2006, 7, HA, 136, 4778 , 0.0284
 2006, 8, HA, 127, 4762 , 0.0266
 2006, 9, HA, 131, 4407 , 0.0297
 2006, 10, HA, 259, 4545 , 0.0569
 2006, 11, HA, 250, 4440 , 0.0563
 2006, 12, HA, 326, 4646 , 0.0701
